AnimeName	comedy	shounen	drama	action	adventure	fantasy	scifi	romance	supernatural	mystery	sliceoflife	school	seinen	historical	sports	SearchContents
Ookiku Furikabutte	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	big windup japan baseball manga series written illustrate asa higuchi serialize monthly seinen manga afternoon magazine 2003 it adapt anime television series animate a1 pictures premier japan tbs it received international television premiere animax english language network asia animax asia the manga series won prestigious tezuka osamu cultural prize best creative work 2006 ren mihashi ace middle school baseball team due poor pitch win follow ren mihashi previous excel middle school baseball team ace pitcher due grandfather connection manager the series set saitama follow story ren mihashi kiku furikabutte introduce original idea baseball mental preparation teamwork couldve lift mediocrity ookiku furikabutte big windup manga receiving third stage play adaptation february 2020 kiku furikabutte known big windup seinen manga anime series high school baseball asa higuchi animate a1 pictures
Ore Monogatari!!	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	my love story japan romantic comedy manga series written kazune kawahara illustrate aruko the manga serialize shueisha bessatsu margaret magazine publish english viz media an anime television adaptation madhouse airing april 2015 live action film adaptation same release october 31 2015 the story follow takeo gda tall muscular student doesnt luck women girl likes end fall best friend makoto sunakawa charming goodlooke ore monogatari tv series produce madhouse base manga ore monogatari manga series written kawahara kazune illustrate aruko pretty young girl sweet plainlooke boy fall love ore monogatari my love story anime familiar theme express novel genuine good honest find lifelong love happiness the anime follow development two high school student love story gouda taeko voice takuya eguchi yamato rinko with muscular build tall stature takeo gouda exactly average high school freshman the series debut 100page special bessatsu margaret sister october 2011 serialise bessatsu margaret ending 100page final chapter july 13 2016
Osomatsu-san	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	mr osomatsu 2015 comedy anime television series pierrot base fujio akatsuka 1962 manga series osomatsukun the series follow sextuplet matsuno brother original series adult features adultoriente humor compare original series the series air japan october 2015 march 2016 special episode airing december 2016 osomatsusan made commemorate 80th birthday series late original creator fujio akatsuka the adventure young osomatsu matsuno five sextuplet brother osomatsusan sequel fujio akatsuka famous osomatsukun series create akatsuka 80th birthday celebration the series bring matsuno brother oddball cast costar show happen tenodd years series mr osomatsu base off gag manga series osomatsukun fujio akatsuka ran 1962 1969 the series features set sextuplet matsuno brother osomatsu oldest brother leader group osomatsusan known mr osomatsu 2015 tv anime adaptation classic fujio akatsuka manga osomatsukun originally serialize weekly shonen sunday 1962 1969
Ouran Koukou Host Club	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	ouran high school host club manga series bisco hatori serialize hakusensha lala magazine september 2002 november 2010 issue the series follow haruhi fujioka scholarship student ouran high school member popular host club ouran high school host club anime series adapt manga same title bisco hatori it broadcasting april 2006 nippon television september 26 2006 haruhi fujioka bright scholarship candidate rank title speak ofa rare species ouran academy elite school student high pedigree the ouran high school host club manga serialize japan september 2002 november 2010 issue lala ouran high school host club one beloved shoujo anime seen classic genre ouran highschool host club japan harem comedy romantic anime series haruhi poor tomboyish student school ultrawealthy attend scholarship unable afford uniform the anime base novel series same written bisco hatori
Overlord	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	overlord japan light novel series written kugane maruyama illustrate sobin it serialize online 2010 acquire enterbrain fourteen volumes publish july 30 2012 overlord dark fantasy anime base japan novel counterpart written kugane maruyama season overlord series thirteen episode premier summer 2015 cover three volumes light novel produce madhouse direct naoyuki itou anime adaptation airing july september 29 2015 overlord adapt novel kugane maruyama light novel series same title young man trap video game warrior king set out make new world own empire in year 2138 virtual reality game boom yggdrasil popular online game quiet shut down one overlord anime series stood out isekai offering famous sword art online straightforward narrative parody
Owarimonogatari	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	monogatari japan light novel series written nisio isin illustrate vofan the plot center koyomi araragi thirdyear high school student survive vampire attack subsequent find helping girl involved variety apparition deity ghost beast spirits supernatural phenomena owarimonogatari 7th monogatari series anime adaptation studio shaft the 13 episode series broadcast 2015 broadcasting 2017 two years it direct tomoyuki itamura chief direct akiyuki shinbo yukito kizawa handle script yota tsuruoka sound director owarimonogatari adapt release bluray volumes north america despite part final season cour owarimonogatari take place near event monogatari series second season owarimonogatari comprise three volumes twelfth part monogatari series during month october third year high school koyomi araragi introduce transfer student name ougi oshino underclassman kanbaru suruga final season monogatari series part 45 contain arc mayoi hell hitagi rendezvous ougi dark owarimonogatari light novel owarimonogatari adapt release bluray volumes north america
Paprika	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	paprika 2006 japan sciencefiction psychological thriller anime film cowritten direct satoshi kon it base yasutaka tsutsui 1993 novel same it research psychologist use device permit therapist help patient enter dream when machine allow therapist enter patient dream stolen hell break loose only young female therapist paprika stop it won award world including tokyo anime award best music 2007 newport beach film festival best animate feature film 2007 the world dream incredible window psyche showing one deepest desire aspiration repressed memory 29 year old dr atsuko chiba attractive modest japan research psychotherapist work cutting edge field when machine allow therapist enter patient dream stolen hell break loose only young female therapist stop paprika the film direct satoshi kon animate madhouse studio produce distribute sony pictures entertainment in near future revolutionary new psychotherapy treatment call pt invent
Perfect Blue	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	perfect blue 1997 japan animate psychological horror thriller film direct satoshi kon written sadayuki murai it base novel perfect blue complete metamorphosis yoshikazu takeuchi perfect blue director debut animate satoshi kon adaptation 1991 novel perfect blue kanzen hentai written yoshikazu takeuchi retired pop singe turn actress sense reality shaken stalk obsess fan seemingly ghost past perfect blue overstylize core mystery compel visual theatrical pop star mima quit singing pursue acting fan arent ready see when accept role tv show handler turning murder perfect blue hail one important animate film time this film intended mature audience due subject matter erfect blue story retired pop singe turn actress mima sense reality start shake stalk obsess fan haunt reflection past perfect blue film direct satoshi kon psychological thriller compare suspenseridden works alfred hitchcock
Gintama&#039;: Enchousen	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	persona the movie winter rebirth 2016 japan animate film fourth installment film series base persona video game atlu it base original story atlu distribute aniplex the film direct tomohisa taguchi written jun kumagai the season change winter makoto make decision order greet spring wait to death gaze death face death makoto ally grown meeting parting experienced persona the movie fourpart animate movie series base game persona it adaptation the journey perspective male protagonist cover the answer persona fe there english dub entire japan english subtitles available the final movie persona the movie winter rebirth release january 23 2016 winter rebirth make film series greatest strength smart cohesive script interesting direction
Gintama&#039;: Enchousen	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	phantom inferno visual novel game create nitroplu direct written gen urobuchi distribute north america hirameki international it came out pc japan 2000 port dvd 2001 ps2 2003 it distribute america animeplay dvd title 2002 the story take dark actiondrama path turn romantic drama depend choice player mafia rife america assassinate regular occurrence street inferno mysterious company behind dealings use nearinvincible human weapon phantom the story two brainwash assassin ein zwei struggle regain memory work inferno crime syndicate spate mafia assasination occur america work mysterious organization name inferno phantom strongest capable assassin lone tourist witness phantom latest act murder phantom interact video game adaptation threepart ova anime series 26episode tv anime three volume manga phantom inferno detail life 15yearold japan boy kidnap witness killing reporter the series made north america television debut february 2010 funimation channel
Ping Pong The Animation	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	ping pong japan manga series written illustrate taiy matsumoto table tennis it serialize shogakukan seinen manga magazine big comic spirits 1996 1997 collected five tankbon volumes from avantgarde director tatami galaxy masaaki yuasa ping pong the animation serve tale ambition fair share bump ping pong the animation won animation year award television category tokyo anime award festival 2015 despite drastic different personalities high school boys peco smile friends childhood ping pong written illustrate taiy matsumoto publish shogakukan the manga ran big comic spirits weekly magazine 1996 1997 five ping pong prodigy learn navigate harsh climate competitive sport frighten realm realization ping pong less about sport more about grow up shogakukan rerelease manga two volumes april 2014 new title ping pong full game no
Planetes	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	planet japan hard science fiction manga written illustrate makoto yukimura it adapt 26episode anime television series sunrise broadcast nhk october 2003 april 2004 the story revolve crew debris collection craft toy box year 2075 the manga publish english north america tokyopop anime distribute north america bandai entertainment in 2075 space travel long dream everyday reality mankind advancement science technology led colonize moon commercialize outer space formation large space corporation planet unconventional scifi series portray vastness space backdrop personal lives ordinary peoplepeople born earth hope dream lie stars planet japan hard science fiction television show air nhk october 2003 april 2004 planet 26episode anime series base manga series same makoto yukimura provide realistic dramatic view life space near future planet winner 2005 seiun award best dramatic presentation science fiction
Gintama&#039;: Enchousen	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	the prince tennis japan manga series written illustrate takeshi konomi the manga serialize shueisha weekly shnen jump july 1999 march 2008 total 379 chapter publish collected 42 tankbon volumes the manga adapt anime television series direct takayuki hamana animate tran arts coproduce nihon ad system tv tokyo seigaku continue nation tournament now strongest team tournament rikkaidai seigaku finally made national final final opponent stand place victory seigaku showdown rikkaidai determine top tennis team japan sequel titled new prince tennis serialize jump square march 2009 story taking place month original manga
Gintama&#039;: Enchousen	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	the prince tennis japan manga series written illustrate takeshi konomi the manga serialize shueisha weekly shnen jump july 1999 march 2008 total 379 chapter publish collected 42 tankbon volumes the manga adapt anime television series direct takayuki hamana animate tran arts coproduce nihon ad system tv tokyo seigaku continue nation tournament now strongest team tournament rikkaidai seigaku finally made national final final opponent stand place victory seigaku showdown rikkaidai determine top tennis team japan following win old adversary hyotei gakuen seigaku made semifinal juniorhigh national tournament prince tennis the national tournament semifinal 25 minute animationsport the series premier fri jun 22 2007 onepoint match s01e06 air fri jan 25 2008
Gintama&#039;: Enchousen	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	the prince tennis japan manga series written illustrate takeshi konomi the manga serialize shueisha weekly shnen jump july 1999 march 2008 total 379 chapter publish collected 42 tankbon volumes the manga adapt anime television series direct takayuki hamana animate tran arts coproduce nihon ad system tv tokyo seigaku continue nation tournament now strongest team tournament rikkaidai seigaku finally made national final final opponent stand place victory seigaku showdown rikkaidai determine top tennis team japan sequel titled new prince tennis serialize jump square march 2009 story taking place month original manga
Prince of Tennis	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	the prince tennis japan manga series written illustrate takeshi konomi the manga serialize shueisha weekly shnen jump july 1999 march 2008 total 379 chapter publish collected 42 tankbon volumes prince tennis follow heartwarming inspiration story ryouma quest one best tennis player country seen prince tennis lot video game adaptation china drama radio show base series prince tennis follow story 12 year old boy ryoma echizen won four consecutive title america junior tennis tournament echizen ryoma young tennis prodigy won consecutive tennis championship constant lie shadow father pro tennis player the prince tennis manga series written illustrate takeshi konomi serialise weekly shonen jump 1999 2008 it spawn anime series musical liveaction film shortly run sequel manga titled new prince tennis serialise jump square current ongoing
Princess Tutu	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	princess tutu japan magical girl anime series create illustrator animate ikuko itoh inspired ballet fairy tale particularly the ugly duckling swan lake story follow duck transform mythical ballerina princess tutu order save shatter heart storybook prince come life the season broadcast japan 2002 second 2002 2003 rincess tutu tale hero struggle fate in fairy tale come life clumsy sweet gentle ahiru seem protagonist princess tutu air two parts the part included 13 25minute episode second part consist 24 12minute episode 25minute final episode total 26 episode princess tutu japan magical girl anime series create ikuko itoh 2002 hal film maker inspired ballet fairy tale particularly the ugly duckling swan lake story follow duck turn 13 year old girl powers pendant gifted drosselmeyer duck turn girl magical powers help save prince unfinished fairy tale the anime series princess tutu create 2003 ikuko itoh animate studio hal film maker tell story young duck name ahiru falls love prince heart
Prison School	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	prison school japan manga series written illustrate akira hiramoto it serialize kodansha weekly young magazine february 2011 december 2017 yen press licensed manga north america 12episode anime adaptation produce staff air july september 2015while liveaction drama television series air october december 2015 hachimitsu academy allgirl school coed teen kiyoshi one five boys enroll prison school anime television adaptation manga prison school akira hiramoto produce staff the plot center hachimitsu private academy revere elite oncefemale boarding school outskirts tokyo undergo recent policy revision allow boys student body prison school purizun sukru japan manga arrangement imagine conceptualize akira hiramoto the anime depend manga rotate lofty allyoung ladies livein school hachimitsu private academy known boss instruction exacting control hachimitsu academy one strictest girl academy tokyo decided admit boys system
Psycho-Pass	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	psychopass japan cyberpunk anime television series produce production it codirecte naoyoshi shiotani katsuyuki motohiro written gen urobuchi character designs akira amano feature music yugo kanno the series air fuji tvs noitamina program block october 2012 march 2013 psychopass originate production interest making successor mamoru oshii achievement psychopass set futuristic era japan sibyl system powerful network psychometric scanner active measure biometric citizen mind mentality cymatic scan brain psychopass air fuji television noitamina block psychopass contain graphic content inappropriate viewer 13 years age the series take place near future possible instantaneous measure quantify person state mind personality the series direct naoyoshi shiotani written gen urobuchi features character designs reborn manga artist akira amano emotional repression theme explore psychopass
Gintama&#039;: Enchousen	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	rainbow nisha rokub shichinin japan manga series written george abe illustrate masasumi kakizaki it serialize 2002 shogakukan publishing weekly young sunday manga magazine move big comic spirits magazine stop rainbow manga series written george abe illustrate masasumi kakizaki rainbow nisha rokubou shichinin follow seven cellmate struggle brutal suffering humiliate inflict ishihara 1955 anime follow story seven teenager lock reformatory wait ray light daily hell suffering humiliate focus especially face life regain freedom rainbow nisha rokubou shichinin anime seven boys put same holding cell reformitory shio rainbow nisha rokub shichinin japan manga series written george abe illustrate masasumi kakizaki it serialize 2003 shogakukan publishing weekly young sunday manga magazine move big comic spirits magazine stop rainbow nisha rokubou shichinin anime engaging right beginning youll forget breathe seven teenager 1955 learn live same hold reformatory shio
Redline	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	redline 2009 science fiction auto racing anime film produce madhouse release japan october 2010 after total seven years production redline intended premiere 2009 annecy international animate film festival story popular racing event galaxy redline racer compete gorgeous young automobile fanaticand front hottest unsigned band west coastfind caught illegal dragrace competition organized exotic car fanatic every five years exhilarating race call redline held universe anticipate competition one rule redline took full seven years create use 100000 frames production on planet dorothy sweet jp races yellowline car race galaxy famous final eliminate race despite two interplanetary war popular race galaxy redline redline produce madhouse direct takeshi koike wrote storyboard serve unit director animation director redline initially meant premiere 2009 annecy international animate film festival compete feature film category redline release years later originally plan
ReLIFE	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	relife japan manga series webtoon format written illustrate yayoiso the individual chapter release nhn japan comico website october 12 2013 march 16 2018 total 15 compile tankbon volumes publish earth star entertainment on june 24 2016citation need series release full web the story revolve 27yearold arata kaizaki neet unemployed years working parttime convenience store dismiss hopeless loser 27yearold arata kaizaki bounce one job quit company young man failing life offer new start 10 years younger highschool student the anime relife direct adaptation original webcomic series it compose 13episode tv series 4episode directtodisc finale relife anime series ran 2016 2018 in total 17 episode relife air
Gintama&#039;: Enchousen	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	rezero start life another world japan light novel series written tappei nagatsuki illustrate shinichirou otsuka the story centre subaru natsuki hikikomori sudden find transport world home convenience store the series initially serialize website shsetsuka ni nar 2012 onwards an edit version series received rebroadcast start january 2020 25 episode original series combine thirteen 49minute long episode scene slightly extend rezero adapt volumes tappei nagatsuki light novel series same title shortly summon new world subaru natsuki new female companion brutal murder rezero web novel initially serialize tappei nagatsuki usergenerate content site shsetsuka ni nar april 20 2012 onwards rezero kara hajimeru isekai seikatsu japan light novel series written nagatsuki tappei illustrate ootsuka shinichirou the series publish mf bunjo january 2014 series known rezero kara hajimeru isekai seikatsu ex by die powerless boy obtain ability return death allow time death
Romeo no Aoi Sora	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	romeo blue sky japan anime series nippon animation although romeo blue sky literal translate japan title the official english given nippon animation romeo black brother it base novel die schwarzen brder the black brother written 1941 switzerland author lisa tetzner romeo aoi sora base 1941 germany novel die schwarzen brder lisa tetzner romeo kindhearte courageous boy living family small village switzerland to money pay doctor father romeo brave sell chimney sweep story boy romeo living family small village switzerland decide lease need money crowman burn farm period six month go italy city milan start work clean chimney romeo blue sky one short recent addition collection world masterpiece theatre series produce animate nippon animation romeo aoi sora japan anime series nippon animation it adapt work literature originate europe time base novel die schwarzen brder written lisa tetzne
Rose of Versailles	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	the rose versaille known lady oscar la rose versaille japan shjo manga series written illustrate riyoko ikeda it adapt takarazuka revue musical well anime television series produce tokyo movie shinsha broadcast anime television network nippon tv the rose versaille focus oscar franoi jarjaye girl raise man father successor leader palace guard this list character the rose versaille shjo mangaanime create riyoko ikeda center main character oscar franoi jarjaye most character base france historical personage marie antoinette madame du barry in 1755 marie antoinette born royal family austria raise luxury the rose versaille known lady oscar la rose versaille one bestknown title shjo manga media franchise create riyoko ikeda the rose versaille focus oscar francoi jarjeye girl raise man father successor leader palace guard berusaiyu bara the rose versaille historical drama manga riyoko ikeda depict france years ancien rgime dawn the france revolution the story lady oscar female military commander serve time france revolution
Gintama&#039;: Enchousen	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	rurouni kenshin reflection known rurouni kenshin seishen japan second ova series rurouni kenshin anime television series acting sequel it direct kazuhiro furuhashi written reiko yoshida release japan 2001 kaoru go harbor see kenshin return after start look life kenshin things happen seisou hen later collected featurelength motion picture minutes new animate sequence two ova episode continuation original series the story take place years series kenshin went continent war help reflection originally release north america samurai reflection licensed adv film critic praise art animation music series criticise story character development
Gintama&#039;: Enchousen	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	rurouni kenshin trust betrayal known japan rurouni kenshin tsuiokuhen 1999 original video animation series direct kazuhiro furuhashi screenplaywritten masashi sogo score taku iwasaki animate studio deen rurouni kenshin meiji kenkaku romantan tsuiokuhen detail origin man bear hitokiri battousai long swore oath kill earn reputation assassin in era japan meiji restoration assassin regain humanity in days japan revolution hiko seiijuro wandering master swordsman hermit encounter bandit raid slave wagon rurouni kenshin trust betrayal known japan rurouni kenshin tsuiokuhen fourpart ova serve prequel rurouni kenshin anime series it release japan 1999 direct kazuhiro furuhashi written masashi sogo its initial english dub release distribute adv film title samurai trust betrayal taken slaver child himura kenshin rescue encounter bandit kill off samurai trust betrayal release japan rurouni kenshin tsuiokuhen four part ova serve prequel rurouni kenshin television series it release japan 1999 rurouni kenshin samurai japan manga series written illustrate nobuhiro watsuki
Gintama&#039;: Enchousen	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	rurouni kenshin meiji swordsman romantic story known samurai tv show japan manga series written illustrate nobuhiro watsuki the story begin 11th year meiji period japan 1878 follow assassin bakumatsu known hitokiri battosai the rurouni kenshin manga 72 million copy circulation 2019 making one bestsell manga series anime rank 100 mostwatche series japan multiple times rurouni kenshin meiji kenkaku romantan tell story kenshin strive save need saving assassin resolve kill vow sorely test rurouni kenshin meiji kenkaku romantan enj kyoto rinne third action game playstation console came out japan 2006 rurouni kenshin meiji kenkaku romantan saisen psp game release march 10 2011 rurouni kenshin meiji kenkaku romantan saisen fight game develop natsume publish bandai namco games psp it release japan march 10 2011 commemorate 15th anniversary rurouni kenshin anime series airing 1996 prototype series titled rurouni meiji swordsman romantic story appear pair separate short story publish 1992 1993
Gintama&#039;: Enchousen	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	the disastrous life saiki japan gag manga series written illustrate shichi as the series serialize shueisha weekly shnen jump june 2012 an anime television series adaptation air july 2016 december 28 2018 saiki kusuo nan air weekly monday friday short minute episode morning block november 2016 these episode adapt remain content manga including final chapter cover previous tv show to average psychic abilities seem blessing kusuo saiki couldnt truth the series serialize shueisha weekly shonen jump magazine may 14 2012 saiki kusuo powerful psychic hate attract attention surround colorful character find remove everyday life on may 2013 light novel titled saiki kusuo psinan extra story psychic release following saiki kusuo psinan extra story psychic july 2014 video game titled saiki kusuo psi nan shij psi dai psi nan announce weekly shnen jump magazine 32nd issue 2016
Gintama&#039;: Enchousen	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	saint seiya the hades chapter sanctuary follow history cut steeple series tv it left air 1986 1989 base well successful sleeve masami kurumada it consist 28 volumene hades plan take world achieve goal send out deceased gold saint take athena head seiya bronze saint come help help appreciate remain gold saint alive anime 3d 2d component the story better old saint seiya series explanation origin saint the character weak point anime poor character development
Gintama&#039;: Enchousen	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	saint seiya the lost canvas the myth hades known simply the lost canvas manga written illustrate shiori teshirogi it spinoff base manga series saint seiya create written illustrate japan author masami kurumada saint seiya the lost canvas tell story previous holy war taking place 18th century 250 years original series saint seiya universe the sequel saint seiya the lost canvas meiou shinwa holy war ancient mythology goddess athena hades fought defend earth repeatedly span 200 years the story take place 18th century europe 243 years prior original saint seiya three small children tenma alone sasha share happy childhood since mythological times goddess athena lord hell hades reincarnate earth every two century wage endless battle continuation saint seiya series the lost canvas meiou shinwa short plot summary anime saint seiya the lost canvas season help anime manga fan decide watch show the saint seiya the lost canvas chapter publish akita shoten weekly shnen champion magazine august 24 2006
Gintama&#039;: Enchousen	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	saint seiya the lost canvas the myth hades known simply the lost canvas manga written illustrate shiori teshirogi it spinoff base manga series saint seiya create written illustrate japan author masami kurumada saint seiya the lost canvas tell story previous holy war taking place 18th century 250 years original series saint seiya universe the sequel saint seiya the lost canvas meiou shinwa holy war ancient mythology goddess athena hades fought defend earth repeatedly span 200 years the story take place 18th century europe 243 years prior original saint seiya three small children tenma alone sasha share happy childhood since mythological times goddess athena lord hell hades reincarnate earth every two century wage endless battle continuation saint seiya series the lost canvas meiou shinwa short plot summary anime saint seiya the lost canvas season help anime manga fan decide watch show the saint seiya the lost canvas chapter publish akita shoten weekly shnen champion magazine august 24 2006
Saint Seiya	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	saint seiya japan manga series written illustrate masami kurumada the story follow five mystical warrior call saint fight wearing sacred set armor name cloth designs derive constellation character adopt destined guardian symbol empower mystical energy call cosmo saint seiya successful 35 million copy sold 2017 the series known west popular france 1988 given le chevalier du zodiaque in ancient times group young men devoted lives protect athena goddess wisdom war the series won 1987 animage anime grand prix award group young warrior known saint possession cloth guarded different constellation protect reincarnation goddess athena attempt keep earth destroy evil forces the story follow orphan seiya send greece obtain pegasu bronze cloth participate tournament name galaxian war hope see sister earth age ago goddess athena serve fighter call saint channel power cosmos the manga adapt tv anime toei animation 1986 1989
Saiunkoku Monogatari 2nd Season	1	0	1	0	1	1	0	1	0	0	0	0	0	1	0	the story saiunkoku series japan light novel written sai yukino illustrate kairi yura as july 2011 eighteenth final volume release conclude series the second season titled saiunkoku monogatari second series airing april 2007 it consist 39 episode ending run march 2008 shuurei needs deal obstacle new series more danger come same time meeting friends help work official shuurei kou eigetsu to cogovernor sa province determined revitalize region making research capital the story saiunkoku monogatari take place fictional empire saiunkoku the story enrich new new problem there new surprising hero friends rival produce madhouse studio direct jun shishido series premier japan nhk april 2006 saiunkoku monogatari 2nd season part adventure shuurea friends
Saiunkoku Monogatari	1	0	1	0	1	1	0	1	0	0	0	0	0	1	0	the story saiunkoku series japan light novel written sai yukino illustrate kairi yura as july 2011 eighteenth final volume release conclude series four side story anthology release collect story originally publish the bean magazine manga version illustrate kairi yura serialize bean ace publish kadokawa shoten base light novel sai yukino follow shuurei journey realise dream female government official problem arise saiunkoku world eight provinces house name different colour girl call sho ruurei offer 500 gold coin kings consort saiunkoku monogatari series short novel sai yukino adapt twoseasonlong 78 episode anime nhk 200608 manga the story take place fictional medieval empire saiunkoku follow adventure shrei descendant noble family fallen hard times the anime adaptation series produce madhouse direct jun shishido broadcast japan television network nhk saturday mornings
Gintama&#039;: Enchousen	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	saiyuki manga series kazuya minekura serialize gfantasy 1997 2002 it spawn multiple manga sequel anime adaptation video games media the story loose base china novel journey west taking place past offer view saiyuuki quartet formation journey west before sanzo goku gojyo hakkai form party journey west lives completely different saiyuki story four punklike hero monk genjyo sanzo monkey king son goku halfdemon sha gojyo man turn demon cho hakkai the saiyuki manga comprise five separate series the original series comprise nine volumes serialize manga magazine monthly gfantasy february 18 1997 january 18 2002 on march 18 2004 saiyuki reload roleplaye video games feature visual novel style elements release bandai playstation
Sakamichi no Apollon	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	kid slope japan manga series yuki kodama an anime television series adaptation same air 2012 it direct shinichir watanabe mappa tezuka production live action movie base manga film sasebo april 2017 sakamichi apollon heartwarming story friendship music love follow three unique individual brought mutual appreciation jazz two different student successful aloof academic rebellious kindhearte delinquent friendship love music nishimi kaoru move city city school school father job new school routine introverted classical pianist top student kaoru nishimi arrive kyushu year high school the final episode received early screening special event held odaiba cinema mediage june 24 2012 the manga series won 57th shogakukan manga award general manga
Sakasama no Patema	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	patema invert 2013 japan animate science fiction film written direct yasuhiro yoshiura it release japan november 2013 fourepisode original net animation ona series patema invert beginning day stream 2012 the film uk patema plucky young girl underground civilization boast incredible network tunnel sakasema patema select country uk cinedigm handle bluray dvd release north america patema invert won audience award judge award 2013 scotland love anime it nominate best animate feature film 7th asia pacific screen award young girl civilization reside deep underground tunnel find trap invert world team resident escape return home patema invert sakasama patema originally fourepisode ova series yasuhiro yoshiura same man direct time eve adapt film 2013
Sakurasou no Pet na Kanojo	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	the pet girl sakurasou japan light novel series written hajime kamoshida illustration kji mizoguchi sakurasou pet kanojo adapt novel part 7th novel hajime kamoshida light novel series same title when abandoned kitten good conscience force second year sorata kanda move suimei high school infamous sakura hall satellite dorm eccentric misfit resident turn life upside down the sakurasou pet kanojo anime adaptation produce staff licensed sentai filmwork north america direction ishizuka atsuko it airing october 2012 finished 24th episode march 26 2013 the series 24 episode total sorata kanda high school sophomore living sakurasou den academy problem children spend days drag strange resident swear he escape sakurasou one sakura dormitory dorm high school affiliate suimei university arts shorten suiko host strangest troublemake student the pet girl sakurasou light novel series written hajime kamoshida illustration drawn kji mizoguchi the mainichi shimbun report april 2012 novel sold 850000 copy
Samurai Champloo	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	samurai champloo stylize samurai champloo japan anime series develop manglobe it feature production team led director shinichir watanabe character designer kazuto nakazawa mechanical designer mahiro maeda samurai champloo watanabe director effort anime television series critical acclaim cowboy bebop it broadcast japan fuji tv may 20 2004 ran twentysix episode conclusion march 19 2005 samurai champloo set alternate version edoera 1603 1868 japan anachronistic predominantly hip hop setting samurai champloo dub english language licensed geneon entertainment release north america fuu waitress works teahouse rescue two master swordsmen mugen jin execution help find samurai smell sunflower samurai champloo japan anime series develop manglobe samurai champloo anime series create cowboy bebop shinichiro watanabe produce manglobe series samurai champloo anime series set edo period japan 16031868 include spirit urban hiphop culture music clothing design wording character mannerism
School Rumble Ni Gakki	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	school rumble japan shnen manga series written illustrate jin kobayashi first serialize weekly shnen magazine october 22 2002 july 23 2008 345 chapter later collected 22 tankbon volumes kodansha magazine special publish school rumble monthly august 20 2008 may 20 2009 romance comedy center relationship japan high school student school rumble focus love triangle involve series two protagonist tenma tsukamoto kenji harima one classmate oji karasuma the series discard realism favor comedy effect continue right season left off harima likes tenma runs obstacle everytime try confess love harima kenji continue tsukamoto tenma keeps running obstacle time try confess love young high school love oblivious classmate delinquent classmate love school rumble nigakki visual novel base nigakki second season anime school rumble originally written jin kobayashi the story revolve highschool girl tenma tsukamoto venture regarding competition school love romantic comedy adventure
School Rumble	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	school rumble japan shnen manga series written illustrate jin kobayashi first serialize weekly shnen magazine october 22 2002 july 23 2008 345 chapter later collected 22 tankbon volumes kodansha magazine special publish school rumble monthly august 20 2008 may 20 2009 romance comedy center relationship japan high school student school rumble focus love triangle involve series two protagonist tenma tsukamoto kenji harima one classmate oji karasuma the series discard realism favor comedy effect continue right season left off harima likes tenma runs obstacle everytime try confess love harima kenji continue tsukamoto tenma keeps running obstacle time try confess love young high school love oblivious classmate delinquent classmate love school rumble nigakki visual novel base nigakki second season anime school rumble originally written jin kobayashi the story revolve highschool girl tenma tsukamoto venture regarding competition school love romantic comedy adventure
